Text1,Text2,Class,GroupId,RowInGroup
The Viewer shall not control the flight or camera functions of the UAV.,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,Duplicate,233,8
The Viewer shall not control the flight or camera functions of the UAV.,The Viewer shall not be able to affect the flight or camera functions of the UAV.,Duplicate,233,9
The Viewer shall not control the flight or camera functions of the UAV.,The Viewer shall have no influence to the flight or camera functions on the UAV.,Duplicate,233,10
The Viewer shall not control the flight or camera functions of the UAV.,The Viewer is not allowed to influence the camera or flight functions of the UAV.,Duplicate,233,11
The Viewer shall not control the flight or camera functions of the UAV.,The viewer is incapable of chaninging the flight or camera functions of the UAV,Duplicate,233,12
The Viewer shall not control the flight or camera functions of the UAV.,The Viewer has no control over the flight or camera of the UAV,Duplicate,233,13
The Viewer shall not control the flight or camera functions of the UAV.,"The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Neutral,233,14
The Viewer shall not control the flight or camera functions of the UAV.,The UAV shall be able to return to its starting position autonomously when pilot sends command or when a definable event has occurred.,Neutral,233,15
The Viewer shall not control the flight or camera functions of the UAV.,The UAV video recording shall have 720p resolution and frame rate.,Neutral,233,16
The Viewer shall not control the flight or camera functions of the UAV.,The UAV video feed shall have 720p resolution and frame rate.,Neutral,233,17
The Viewer shall not control the flight or camera functions of the UAV.,The minimum time to fly a round trip of 40 kilometers shall be less than 60 minutes under ideal conditions.,Neutral,233,18
The Viewer shall not control the flight or camera functions of the UAV.,The Viewer shall connect with the Aviary SoS provided custom communication wireless network.,Neutral,233,19
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder). ,Conflict,234,1
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",Conflict,234,2
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",Conflict,234,3
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as the Hummingbird), a power supply, and 4 Viewers (apps running on smart phones or computers). ",Conflict,234,4
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","The Aviary is a system consisting of four elements: a Bird Feeder (pilot controller), the Hummingbird (UAV), and up to 4 Viewers (apps running on devices). ",Conflict,234,5
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Lover), a UAV (known as thePheasant), and up to 4 Viewers (apps running on smart phones or computers).",Conflict,234,6
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems in which the Bird Feeder, a pilot controller, controls a UAV called the Hummingbird and up to four Viewers observe using smart phones or computers.",Conflict,234,7
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 5 Viewers (apps running on smart phones or computers).",Conflict,234,8
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).",Conflict,234,9
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 2 Viewers (apps running on smart phones or computers).",Conflict,234,10
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Conflict,234,11
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 8 Viewers (apps running on smart phones or computers).",Conflict,234,12
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",The UAV shall be able to autonomously fly to a set of waypoints within its range and flight capabilities.,Neutral,234,13
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,Neutral,234,14
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",The Aviary shall support autonomous mission plans or Pilot-directed missions. ,Neutral,234,15
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",The UAV shall be able to return to its starting position autonomously upon receiving a command from the Pilot or when an undesireable event has occurred.,Neutral,234,16
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",All Pilot communication with the UAV shall require a secure connections and may be unprotected against snooping and other forms of unauthorized access.,Neutral,234,17
"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers or tablets).",The UAB shall periodically send the Pilot the power and estimated flight time remaining.,Neutral,234,18
These are the System Requirements for the Aviary System of Systems.,These are the customer requirements for the Aviary System.,Conflict,235,1
These are the System Requirements for the Aviary System of Systems.,These are the customer requirements for the Aviary System of Systems.,Conflict,235,2
These are the System Requirements for the Aviary System of Systems.,These are the customer requirements for the Aviary System of Systems.,Conflict,235,3
These are the System Requirements for the Aviary System of Systems.,These are the vendor requirements for the Aviary System of Systems. ,Conflict,235,4
These are the System Requirements for the Aviary System of Systems.,These are the client requirements for the Aviary System of Systems. ,Conflict,235,5
These are the System Requirements for the Aviary System of Systems.,These are the business requirements for the Aviary System of Systems.,Conflict,235,6
These are the System Requirements for the Aviary System of Systems.,The Aviary System of Systems has these requirements.,Conflict,235,7
These are the System Requirements for the Aviary System of Systems.,These are the engineer's requirements for the Aviary System of Systems.,Conflict,235,8
These are the System Requirements for the Aviary System of Systems.,Following are requirements for the Aviary System of Systems,Conflict,235,9
These are the System Requirements for the Aviary System of Systems.,These are the developer options for the Aviary System of Systems.,Conflict,235,10
These are the System Requirements for the Aviary System of Systems.,These are the consumer guidelines for Aviary.,Conflict,235,11
These are the System Requirements for the Aviary System of Systems.,These are the software requirements for the Aviary System of Systems.,Conflict,235,12
These are the System Requirements for the Aviary System of Systems.,Aviary mission plans can be both piloted and autonomous.,Neutral,235,13
These are the System Requirements for the Aviary System of Systems.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all directions from pointing directly down.,Neutral,235,14
These are the System Requirements for the Aviary System of Systems.,Remote surveillance should support a mission of up to 2 hours without a recharge,Neutral,235,15
These are the System Requirements for the Aviary System of Systems.,The UAV flight range shall be at least 20 miles.,Neutral,235,16
These are the System Requirements for the Aviary System of Systems.,The UAV shall exclusively accept commands from an authenticated Pilot controller. ,Neutral,235,17
These are the System Requirements for the Aviary System of Systems.,"Communication among the flight, operations elements, and platform shall be available to everyone",Neutral,235,18
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 32.19 Km of the origin.,Conflict,236,1
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,Conflict,236,2
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,Conflict,236,3
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the ground of a location within 20 miles of the origin. ,Conflict,236,4
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide non-local surveillance from flight to a location within 20 miles of the origin. ,Conflict,236,5
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the Hummingbird.,Conflict,236,6
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,"Within 20 miles of the origin, the Aviary can be used for surveillance.",Conflict,236,7
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a local surveillance from the air of a location within 20 miles of the origin.,Conflict,236,8
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the air of a location within the radius of 20 miles of the origin.,Conflict,236,9
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 200 miles of the origin.,Conflict,236,10
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,"The Aviary shall remotely surveil from the air, within 20 miles of the center.",Conflict,236,11
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Aviary shall provide a remote surveillance from the air of a location within 40 miles of the origin.,Conflict,236,12
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Neutral,236,13
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,"The Pilot shall be able to observe the zoom, aim and focus of the UAV camera in real-time",Neutral,236,14
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Pilot shall be able to rotate the UAV video feed independent of its direction of travel.,Neutral,236,15
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Neutral,236,16
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The UAV flight range shall be no more than 20 miles.,Neutral,236,17
The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Neutral,236,18
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of 2 hours without a recharge,Conflict,237,1
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 2 hours without a recharge,Conflict,237,2
Remote surveillance shall support a mission of up to 2 hours without a recharge,The remote monitoring should support long duration missions without recharging.,Conflict,237,3
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support 5 missions of up to 2 hours each without a recharge. ,Conflict,237,4
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a two hour flight without charging. ,Conflict,237,5
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 2 hours with a recharge in the middle,Conflict,237,6
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance missions should be 2 hours long before recharging,Conflict,237,7
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of at least 2 hours without a recharge,Conflict,237,8
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of at maximum 2 hours without a recharge,Conflict,237,9
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 1 hours with a recharge,Conflict,237,10
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance supports up to 2 hours without a recharge,Conflict,237,11
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 3 hours without a recharge,Conflict,237,12
Remote surveillance shall support a mission of up to 2 hours without a recharge,"The Pilot should be able to set the zoom, aim and focus of the camera in real-time.",Neutral,237,13
Remote surveillance shall support a mission of up to 2 hours without a recharge,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,Neutral,237,14
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance shall support a mission of up to 2 hours without a recharge,Neutral,237,15
Remote surveillance shall support a mission of up to 2 hours without a recharge,Remote surveillance should support a mission of up to 2 hours without a recharge,Neutral,237,16
Remote surveillance shall support a mission of up to 2 hours without a recharge,The UAV visual feed should include a night time IR camera capability,Neutral,237,17
Remote surveillance shall support a mission of up to 2 hours without a recharge,The Pilot shall rotate the UAV independently from its direction of travel.,Neutral,237,18
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform.,Conflict,238,1
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict,238,2
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Conflict,238,3
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include video streaming during automatic navigation of the surveillance platform and for the remote viewer by at most four independent operations personnel. ,Conflict,238,4
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include a video stream during manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel. ,Conflict,238,5
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict,238,6
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include movie streaming for manual navigation of the surveillance platform and for remote viewer by at least five dependent operations personnel.,Conflict,238,7
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance should include video streaming for manual navigation of the surveillance platform and for remote viewer by at the minimum four independent operations personnel.,Conflict,238,8
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Conflict,238,9
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by no less than 4 independent operations personnel.,Conflict,238,10
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least six independent operations personnel.,Conflict,238,11
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,The UAV shall be able to fly up to 32 kilometers from it's starting point,Neutral,238,12
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,The minimum time to fly a round trip of 40 miles shall be less than 50 minutes under ideal conditions.,Neutral,238,13
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,The Aviary shall remotely monitor from the air locations extending up to 25 miles of the target.,Neutral,238,14
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,"Communication among the pilot controller, UAV, and remote controllers shall be secure against hacking and eavesdropping.",Neutral,238,15
Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,The Pilot shall rotate the UAV independently from its direction of travel.,Neutral,238,16
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall prevent hacking or eavesdropping.",Conflict,239,1
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict,239,2
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communications between the flight, operations department, and platform shall be secure against viruses.",Conflict,239,3
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication among the flight, operations elements, navigation computer, and platform shall be secure from hacking and eavesdropping. ",Conflict,239,4
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication between the flight, operations elements, and platform cannot allow hacking or eavesdropping. ",Conflict,239,5
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be unencryped",Conflict,239,6
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Flight, operations, and platform communications should be secure to avoid eavesdropping and hacking",Conflict,239,7
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict,239,8
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication established between flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict,239,9
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",Communication along the flight and platform should be secure from hacking and eavesdropping.,Conflict,239,10
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping."," flight, operations elements, and platform communications must be secured.",Conflict,239,11
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","Communication among the flight, operations elements, and platform shall be insecure for hacking and eavesdropping.",Conflict,239,12
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,Neutral,239,13
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.","The UAV shall send real-time altitude information to the Pilot in order to land, take off, and avoid objects.",Neutral,239,14
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",The Pilot should be able to manuever the UAV in any direction with respect to the UAV's front,Neutral,239,15
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",The minimum time to fly a round trip of 40 miles shall be les than 60 minutes under any condition. ,Neutral,239,16
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",The UAV data transmission shall be open to unauthorized access. ,Neutral,239,17
"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",The Aviary may not support autonomous mission plans as well as Pilot-directed flight.,Neutral,239,18
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans as well as manual flights.,Conflict,240,1
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,Conflict,240,2
The Aviary shall support manual mission plans as well as Pilot-directed flight.,Aviation shall support automated operation as well as pilot-directed flight.,Conflict,240,3
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans or Pilot-directed flight. ,Conflict,240,4
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans or Pilot-directed missions. ,Conflict,240,5
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support only autonomous mission plans.,Conflict,240,6
The Aviary shall support manual mission plans as well as Pilot-directed flight.,Aviary mission plans can be both piloted and autonomous.,Conflict,240,7
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary may not support autonomous mission plans as well as Pilot-directed flight.,Conflict,240,8
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support autonomous mission plans in addition to Pilot-directed flight.,Conflict,240,9
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall support Pilot-directed flight.,Conflict,240,10
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary supports autonomous and Pilot-directed flights.,Conflict,240,11
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Aviary shall not support autonomous mission plans.,Conflict,240,12
The Aviary shall support manual mission plans as well as Pilot-directed flight.,All Pilot communication with the UAV shall require insecure connections and shall not be protected against snooping and other forms of unauthorized access.,Neutral,240,13
The Aviary shall support manual mission plans as well as Pilot-directed flight.,All UAV data transmission shall be secure against unauthorized access.,Neutral,240,14
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume and attempt to hover in position until communication is reestablished.,Neutral,240,15
The Aviary shall support manual mission plans as well as Pilot-directed flight.,All UAV data transmission shall be be open to access by unauthorized access.,Neutral,240,16
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The UAV shall return to base when Pilot communication is lost and the estimated flight time remaining is less than 5 minutes.,Neutral,240,17
The Aviary shall support manual mission plans as well as Pilot-directed flight.,The Viewer shall connect with the any wireless network available,Neutral,240,18
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 32 kilometers of its origin,Conflict,241,1
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Conflict,241,2
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,Conflict,241,3
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The pilot shall be able to fly the UAV to any accessible-by-air location within 20 kilometers of its origin,Conflict,241,4
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to direct the UAV to any accessible-by-air location within 20 miles of its origin,Conflict,241,5
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 200 miles of its origin,Conflict,241,6
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,TThe UAV can be piloted to any accessible-by-air location within 20 miles of its origin,Conflict,241,7
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location 20 miles from its origin,Conflict,241,8
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin location,Conflict,241,9
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 km of its origin,Conflict,241,10
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,"Within 20 miles of its origin, the Pilot can fly the UAV to any accessible-by-air location",Conflict,241,11
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall be able to fly the UAV to any accessible-by-air location within 50 miles of its origin,Conflict,241,12
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Aviary battery shall remain charged up to 180 minutes in the air. ,Neutral,241,13
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,Neutral,241,14
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,The Pilot controller shall detect instances of communication loss and try to reconnect.,Neutral,241,15
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of low to moderate winds.",Neutral,241,16
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,"The UAV shall send delayed altitude-above-floor information to the Pilot to facilitate landing, take off and object avoidance.",Neutral,241,17
The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,All UAV data transmission must be secure against all unauthorized access.,Neutral,241,18
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall be able to communicate with the UAV  within a 50-mile radius of the pilot station.,Conflict,242,1
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Conflict,242,2
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,Conflict,242,3
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the UAV using standard communications network capable of communicating within a 50-mile radius of the pilot station. ,Conflict,242,4
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the pilot station using custom communications network capable of communicating within a 50-mile radius of the UAV.,Conflict,242,5
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the UAV using custom communications network capable of communicating within an 80.46-km radius of the pilot station.,Conflict,242,6
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the UAV using pre-built communications network capable of communicating within a 20-mile radius of the pilot station.,Conflict,242,7
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot can communicate with the UAV using a custom communications network that can establish communication within a 50-mile radius of the pilot station.,Conflict,242,8
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the UAV using custom communications network,Conflict,242,9
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The UAV can be communicated with by the Pilot using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Conflict,242,10
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 100-mile radius of the pilot station.,Conflict,242,11
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The Pilot shall have a real-time UAV visual camera feed for the navigation and surveillance. ,Neutral,242,12
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,UAV data will be secure so only authorized access is allowed.,Neutral,242,13
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,Neutral,242,14
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,Remote surveillance should support a mission of up to 2 hours with charging,Neutral,242,15
The Pilot shall be able to communicate with the custom communications network  within a 50-mile radius of the pilot station.,Remote surveillance should support 5 missions of up to 2 hours each without a recharge. ,Neutral,242,16
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the Unmanned Air Vehicle shall require a secure connection and shall be protected against snooping and other forms of unauthorized access.,Conflict,243,1
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall require a secure connections and shall be protected against snooping and other forms of unauthorized access.,Conflict,243,2
